latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
21.06276,-87.91879,300.83,0.74,0.76,2024-04-15,632,N,VIIRS,n,2,290.01,1.07,N,0
18.54306,-88.91528,302.47,0.42,0.61,2024-04-15,813,N,VIIRS,n,2,291.63,0.88,N,0
19.08713,-89.18562,304.25,0.39,0.59,2024-04-15,813,N,VIIRS,n,2,292.03,1.62,N,0
19.08871,-89.19305,304.52,0.39,0.59,2024-04-15,813,N,VIIRS,n,2,292.29,1.15,N,0
19.09254,-89.18433,302.49,0.39,0.59,2024-04-15,813,N,VIIRS,n,2,291.97,0.98,N,0
19.09334,-89.18808,303.49,0.39,0.59,2024-04-15,813,N,VIIRS,n,2,292.21,0.98,N,0
19.09412,-89.19176,303.12,0.39,0.59,2024-04-15,813,N,VIIRS,n,2,292.07,1.72,N,0
19.54391,-89.37045,304.18,0.37,0.58,2024-04-15,813,N,VIIRS,n,2,291.74,1.27,N,0
19.79902,-89.11623,303.25,0.38,0.59,2024-04-15,813,N,VIIRS,n,2,291.76,0.74,N,0
19.79981,-89.11988,307.84,0.38,0.59,2024-04-15,813,N,VIIRS,n,2,292.03,0.74,N,0
19.80517,-89.11859,309.23,0.38,0.59,2024-04-15,813,N,VIIRS,n,2,291.8,0.84,N,0
19.91337,-89.70153,302.52,0.35,0.57,2024-04-15,813,N,VIIRS,n,2,291.39,0.87,N,0
20.54767,-88.8437,304.1,0.38,0.59,2024-04-15,813,N,VIIRS,n,2,290.89,0.58,N,0
20.9432,-89.66451,313.64,0.33,0.56,2024-04-15,813,N,VIIRS,n,2,293.88,0.77,N,2
20.94586,-89.66373,308.47,0.33,0.56,2024-04-15,813,N,VIIRS,n,2,293.8,0.37,N,2
21.06387,-87.91827,303.94,0.43,0.62,2024-04-15,813,N,VIIRS,n,2,290.56,0.67,N,0
21.37258,-87.2795,300.55,0.46,0.64,2024-04-15,813,N,VIIRS,n,2,288.21,0.35,N,0
17.57499,-90.70271,302.63,0.33,0.56,2024-04-15,814,N,VIIRS,n,2,291.75,0.76,N,0
17.57564,-90.70586,316.34,0.33,0.56,2024-04-15,814,N,VIIRS,n,2,291.74,0.76,N,0
17.57833,-90.70368,305.36,0.33,0.56,2024-04-15,814,N,VIIRS,n,2,292.27,0.89,N,0
17.57895,-90.70683,305.5,0.33,0.56,2024-04-15,814,N,VIIRS,n,2,291.85,0.89,N,0
17.60031,-90.89217,311.03,0.32,0.55,2024-04-15,814,N,VIIRS,n,2,291.55,0.72,N,0
17.60531,-90.89104,307.68,0.32,0.55,2024-04-15,814,N,VIIRS,n,2,291.8,0.72,N,0
17.68546,-90.68413,311.53,0.33,0.55,2024-04-15,814,N,VIIRS,n,2,291.74,0.88,N,0
17.68773,-90.6839,304.71,0.33,0.55,2024-04-15,814,N,VIIRS,n,2,292.14,0.64,N,0
18.05705,-90.30559,316.73,0.35,0.56,2024-04-15,814,N,VIIRS,n,2,291.74,2.5,N,0
18.06357,-90.31099,317.42,0.35,0.56,2024-04-15,814,N,VIIRS,n,2,292.44,2.12,N,0
18.35993,-91.14682,339.82,0.6,0.53,2024-04-15,814,N,VIIRS,n,2,293.56,6.42,N,0
18.3806,-88.63795,305.26,0.44,0.62,2024-04-15,814,N,VIIRS,n,2,291.18,0.82,N,0
18.3872,-91.39756,307.78,0.58,0.52,2024-04-15,814,N,VIIRS,n,2,292.62,1.31,N,0
18.38792,-91.13467,303.97,0.6,0.53,2024-04-15,814,N,VIIRS,n,2,292.88,0.85,N,0
18.39045,-91.3959,309.66,0.58,0.52,2024-04-15,814,N,VIIRS,n,2,292.88,1.76,N,0
17.51526,-90.54828,339.07,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,311.18,5.86,D,0
17.52018,-91.07331,337.2,0.4,0.37,2024-04-15,1924,N,VIIRS,l,2,309.46,2.22,D,0
17.53916,-91.47717,341.83,0.39,0.36,2024-04-15,1924,N,VIIRS,l,2,316.03,60.73,D,0
17.57028,-91.26164,341.65,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,306.99,4.91,D,0
17.57201,-90.63585,341.53,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,309.99,6.01,D,0
17.57359,-90.52467,344.4,0.42,0.37,2024-04-15,1924,N,VIIRS,n,2,308.8,7.14,D,0
17.57467,-88.37243,332.54,0.52,0.41,2024-04-15,1924,N,VIIRS,n,2,300.98,3.46,D,0
17.57544,-90.63638,348.5,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,311.46,6.01,D,0
17.5764,-90.70379,346.5,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,316.28,7.23,D,0
17.58002,-90.97047,340.81,0.4,0.37,2024-04-15,1924,N,VIIRS,l,2,314.12,3.78,D,0
17.59879,-91.06251,341.22,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,312.07,4.0,D,0
17.59933,-91.05872,339.79,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,310.76,4.0,D,0
17.60217,-91.06303,351.75,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,311.18,4.0,D,0
17.60221,-91.15942,345.02,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,313.52,7.45,D,0
17.60271,-91.05926,336.98,0.4,0.37,2024-04-15,1924,N,VIIRS,l,2,310.36,4.0,D,0
17.60961,-90.61781,349.96,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,311.16,8.11,D,0
17.61403,-90.58669,342.49,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,315.26,6.21,D,0
17.61747,-90.5872,344.85,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,318.23,6.21,D,0
17.61802,-90.58331,341.88,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,313.99,6.21,D,0
17.62667,-90.59657,345.22,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,315.77,9.76,D,0
17.62753,-90.66419,338.02,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,309.52,3.25,D,0
17.63096,-90.66472,340.88,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,308.43,5.98,D,0
17.63884,-88.37476,336.55,0.52,0.41,2024-04-15,1924,N,VIIRS,l,2,306.73,4.76,D,0
17.64256,-90.92576,337.52,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,311.94,14.21,D,0
17.64266,-88.37529,337.39,0.52,0.41,2024-04-15,1924,N,VIIRS,n,2,304.71,4.76,D,0
17.64487,-90.93393,337.45,0.4,0.37,2024-04-15,1924,N,VIIRS,l,2,311.39,6.95,D,0
17.64541,-90.93011,349.97,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,318.35,46.72,D,0
17.6653,-90.83938,342.56,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,313.3,6.81,D,0
17.67485,-90.82126,355.19,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,315.92,7.68,D,0
17.678,-90.67582,348.15,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,313.04,5.47,D,0
17.67826,-90.82178,350.04,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,313.49,7.68,D,0
17.68431,-90.68076,348.77,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,314.86,11.05,D,0
17.68553,-91.03732,337.13,0.4,0.37,2024-04-15,1924,N,VIIRS,l,2,311.63,3.08,D,0
17.72377,-90.6987,345.52,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,310.89,8.37,D,0
17.7272,-90.69923,337.25,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,306.02,10.65,D,0
17.72776,-90.69534,339.65,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,311.62,10.65,D,0
17.72786,-88.75584,339.77,0.5,0.41,2024-04-15,1924,N,VIIRS,n,2,307.58,11.79,D,0
17.72857,-91.43554,338.05,0.39,0.37,2024-04-15,1924,N,VIIRS,l,2,309.76,4.39,D,0
17.73108,-90.79081,344.96,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,314.96,8.34,D,0
17.73155,-90.79073,344.96,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,314.84,9.2,D,0
17.73358,-88.4753,334.8,0.51,0.41,2024-04-15,1924,N,VIIRS,n,2,300.65,3.69,D,0
17.73479,-90.74389,346.54,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,307.99,49.1,D,0
17.73704,-90.74831,334.05,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,306.29,54.02,D,0
17.73758,-90.74443,367.0,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,328.14,54.02,D,0
17.73766,-90.74828,335.11,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,306.54,49.1,D,0
17.73907,-90.41717,341.09,0.42,0.38,2024-04-15,1924,N,VIIRS,l,2,312.15,4.58,D,0
17.73991,-90.7527,344.86,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,309.85,10.61,D,0
17.74279,-90.7571,347.44,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,309.28,6.17,D,0
17.74334,-90.75323,352.58,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,313.19,6.17,D,0
17.74388,-90.74937,335.71,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,309.05,3.02,D,0
17.74676,-90.75375,337.93,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,308.68,6.17,D,0
17.74728,-91.02007,338.25,0.4,0.37,2024-04-15,1924,N,VIIRS,l,2,311.05,2.18,D,0
17.7473,-90.74989,332.52,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,305.89,3.02,D,0
17.76842,-88.44559,333.25,0.51,0.41,2024-04-15,1924,N,VIIRS,n,2,301.85,5.62,D,0
17.76906,-88.44072,339.89,0.51,0.41,2024-04-15,1924,N,VIIRS,n,2,297.64,9.36,D,0
17.77041,-90.90679,337.74,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,312.71,8.16,D,0
17.77219,-90.7221,346.61,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,307.17,15.76,D,0
17.77874,-90.49969,339.65,0.42,0.38,2024-04-15,1924,N,VIIRS,l,2,310.53,6.89,D,0
17.77953,-90.91602,341.14,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,310.05,6.94,D,0
17.78028,-90.73917,339.62,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,308.78,6.89,D,0
17.78219,-90.50021,342.95,0.42,0.38,2024-04-15,1924,N,VIIRS,n,2,312.07,6.89,D,0
17.78341,-90.40367,356.09,0.42,0.38,2024-04-15,1924,N,VIIRS,n,2,309.35,10.35,D,0
17.78397,-90.39971,367.0,0.42,0.38,2024-04-15,1924,N,VIIRS,h,2,311.23,10.35,D,0
17.78495,-90.40385,367.0,0.42,0.38,2024-04-15,1924,N,VIIRS,h,2,309.98,6.51,D,0
17.7855,-90.39988,355.2,0.42,0.38,2024-04-15,1924,N,VIIRS,n,2,306.98,6.51,D,0
17.78564,-90.50074,342.48,0.42,0.38,2024-04-15,1924,N,VIIRS,n,2,311.09,8.17,D,0
17.78678,-91.01071,341.44,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,311.26,2.01,D,0
17.78687,-90.4042,342.0,0.42,0.38,2024-04-15,1924,N,VIIRS,n,2,306.69,10.35,D,0
17.78744,-90.40024,339.49,0.42,0.38,2024-04-15,1924,N,VIIRS,n,2,306.13,10.35,D,0
17.78745,-90.51307,352.52,0.42,0.37,2024-04-15,1924,N,VIIRS,n,2,318.06,20.0,D,0
17.78841,-90.40437,339.17,0.42,0.38,2024-04-15,1924,N,VIIRS,n,2,308.15,6.51,D,0
17.78896,-90.4004,338.07,0.42,0.38,2024-04-15,1924,N,VIIRS,n,2,306.66,6.51,D,0
17.78909,-90.50127,348.0,0.42,0.38,2024-04-15,1924,N,VIIRS,n,2,310.46,8.17,D,0
17.79035,-90.51754,346.38,0.42,0.37,2024-04-15,1924,N,VIIRS,n,2,316.32,42.53,D,0
17.7909,-90.5136,367.0,0.42,0.37,2024-04-15,1924,N,VIIRS,h,2,317.64,42.53,D,0
17.79134,-90.78436,346.92,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,313.69,9.62,D,0
17.79534,-90.90283,342.54,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,314.7,4.26,D,0
17.79875,-90.90337,344.09,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,315.36,26.74,D,0
17.80216,-90.90389,346.83,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,320.25,26.74,D,0
17.81486,-90.96055,339.64,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,310.89,1.77,D,0
17.8153,-90.96058,341.26,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,311.05,2.86,D,0
17.83138,-90.34989,348.75,0.42,0.38,2024-04-15,1924,N,VIIRS,n,2,308.46,61.09,D,0
17.83429,-90.3544,334.79,0.42,0.38,2024-04-15,1924,N,VIIRS,l,2,305.38,4.13,D,0
17.87559,-90.90343,341.02,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,314.34,29.5,D,0
17.87631,-90.30777,345.54,0.42,0.38,2024-04-15,1924,N,VIIRS,n,2,310.93,4.59,D,0
17.87845,-90.90778,338.7,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,310.45,3.18,D,0
17.90187,-88.59961,350.89,0.51,0.41,2024-04-15,1924,N,VIIRS,n,2,303.07,16.97,D,0
17.91447,-90.97205,337.46,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,309.33,1.22,D,0
17.91502,-90.96823,335.13,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,308.82,1.22,D,0
17.91842,-90.96877,339.48,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,311.91,5.24,D,0
17.94832,-90.76095,337.89,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,311.28,2.58,D,0
17.9601,-88.7706,335.04,0.5,0.41,2024-04-15,1924,N,VIIRS,l,2,305.68,6.62,D,0
17.97308,-90.23583,338.91,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,307.9,2.96,D,0
17.99887,-90.46759,344.07,0.42,0.38,2024-04-15,1924,N,VIIRS,n,2,309.61,8.68,D,0
18.01699,-88.45613,331.92,0.52,0.41,2024-04-15,1924,N,VIIRS,l,2,305.59,5.57,D,0
18.01859,-90.80288,348.55,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,310.19,5.13,D,0
18.02948,-88.82716,332.34,0.49,0.41,2024-04-15,1924,N,VIIRS,n,2,305.21,8.42,D,0
18.03009,-88.82246,338.61,0.5,0.41,2024-04-15,1924,N,VIIRS,n,2,305.54,12.04,D,0
18.05057,-90.32466,332.67,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,305.69,3.15,D,0
18.05188,-90.71674,336.4,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,308.98,5.07,D,0
18.05244,-90.71285,340.96,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,309.3,5.07,D,0
18.05296,-91.24553,349.32,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,312.87,5.94,D,0
18.05335,-90.30459,349.67,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,312.39,4.94,D,0
18.05405,-90.32519,367.0,0.43,0.38,2024-04-15,1924,N,VIIRS,h,2,331.1,69.74,D,0
18.05461,-90.32116,336.73,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,306.6,25.02,D,0
18.05467,-90.69723,339.52,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,311.61,33.82,D,0
18.05572,-90.31313,335.63,0.43,0.38,2024-04-15,1924,N,VIIRS,l,2,309.45,6.8,D,0
18.05628,-90.30914,342.38,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,314.76,6.8,D,0
18.05684,-90.30514,349.82,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,319.35,19.86,D,0
18.05753,-90.32573,341.84,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,312.0,69.74,D,0
18.05976,-90.30968,347.77,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,315.58,6.8,D,0
18.06032,-90.30568,352.82,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,318.89,19.86,D,0
18.06087,-90.30168,339.92,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,311.83,19.86,D,0
18.06199,-90.29364,343.3,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,307.41,7.4,D,0
18.06324,-90.31023,347.55,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,314.18,4.03,D,0
18.06672,-90.31078,338.96,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,307.53,4.03,D,0
18.08301,-90.66541,367.0,0.42,0.37,2024-04-15,1924,N,VIIRS,h,2,315.38,8.75,D,0
18.08356,-90.66148,343.33,0.42,0.37,2024-04-15,1924,N,VIIRS,n,2,315.26,8.75,D,0
18.1002,-90.66807,343.87,0.42,0.37,2024-04-15,1924,N,VIIRS,n,2,313.85,6.04,D,0
18.10597,-90.99738,354.21,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,314.24,11.78,D,0
18.10651,-90.99355,341.31,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,313.73,4.54,D,0
18.10937,-90.99791,355.83,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,313.81,9.67,D,0
18.11166,-89.24833,348.09,0.47,0.4,2024-04-15,1924,N,VIIRS,n,2,310.5,8.68,D,0
18.11532,-89.24885,348.29,0.47,0.4,2024-04-15,1924,N,VIIRS,n,2,309.31,16.93,D,0
18.11594,-90.35058,335.42,0.43,0.38,2024-04-15,1924,N,VIIRS,l,2,309.68,6.61,D,0
18.11673,-90.33469,350.2,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,311.85,6.23,D,0
18.11794,-90.35126,334.96,0.43,0.38,2024-04-15,1924,N,VIIRS,l,2,306.61,5.14,D,0
18.11814,-90.33449,350.52,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,313.24,7.65,D,0
18.11851,-90.34726,335.14,0.43,0.38,2024-04-15,1924,N,VIIRS,l,2,306.63,6.63,D,0
18.12021,-90.33521,350.57,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,314.85,6.23,D,0
18.12163,-90.33501,347.06,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,314.44,7.65,D,0
18.14043,-90.99902,342.53,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,310.72,16.77,D,0
18.14097,-90.99519,345.46,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,311.93,16.77,D,0
18.15034,-90.73567,347.28,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,315.14,4.55,D,0
18.15311,-90.36441,338.61,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,307.74,5.45,D,0
18.15378,-90.73619,339.08,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,313.71,5.19,D,0
18.157,-90.43848,338.17,0.42,0.38,2024-04-15,1924,N,VIIRS,l,2,309.45,3.33,D,0
18.16693,-88.36972,351.78,0.52,0.42,2024-04-15,1924,N,VIIRS,n,2,309.38,24.77,D,0
18.16911,-88.36768,353.18,0.53,0.42,2024-04-15,1924,N,VIIRS,n,2,313.0,19.19,D,0
18.17078,-88.37027,349.72,0.52,0.42,2024-04-15,1924,N,VIIRS,n,2,308.77,10.95,D,0
18.17144,-88.36529,340.08,0.52,0.42,2024-04-15,1924,N,VIIRS,n,2,308.64,10.95,D,0
18.17208,-90.33028,332.3,0.43,0.38,2024-04-15,1924,N,VIIRS,l,2,306.61,77.14,D,0
18.17296,-88.36822,344.53,0.53,0.42,2024-04-15,1924,N,VIIRS,n,2,307.02,19.19,D,0
18.17612,-90.32677,345.48,0.43,0.38,2024-04-15,1924,N,VIIRS,n,2,308.25,30.04,D,0
18.1768,-90.73978,341.83,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,309.37,19.86,D,0
18.17735,-90.7359,367.0,0.41,0.37,2024-04-15,1924,N,VIIRS,h,2,324.67,59.97,D,0
18.18023,-90.74032,341.32,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,311.05,19.86,D,0
18.18078,-90.73643,367.0,0.41,0.37,2024-04-15,1924,N,VIIRS,h,2,348.64,59.97,D,0
18.18132,-90.73252,332.35,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,306.92,59.97,D,0
18.18467,-90.80869,339.59,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,309.98,6.33,D,0
18.18522,-90.8048,348.85,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,313.02,6.33,D,0
18.19074,-90.34953,335.03,0.43,0.38,2024-04-15,1924,N,VIIRS,l,2,309.63,9.78,D,0
18.19507,-91.29507,337.97,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,310.09,8.04,D,0
18.19562,-91.29131,367.0,0.4,0.37,2024-04-15,1924,N,VIIRS,h,2,314.02,8.04,D,0
18.20622,-91.46593,350.67,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,316.48,10.7,D,0
18.20754,-88.2504,335.2,0.53,0.42,2024-04-15,1924,N,VIIRS,l,2,305.61,11.71,D,0
18.21788,-88.23118,340.74,0.53,0.42,2024-04-15,1924,N,VIIRS,n,2,305.59,11.46,D,0
18.22156,-90.77063,340.61,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,312.37,5.5,D,0
18.22211,-90.76672,333.24,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,306.47,3.67,D,0
18.23009,-90.45765,340.27,0.42,0.38,2024-04-15,1924,N,VIIRS,l,2,312.11,4.74,D,0
18.23205,-90.94258,347.32,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,312.44,20.67,D,0
18.23606,-89.17746,367.0,0.48,0.4,2024-04-15,1924,N,VIIRS,l,2,326.03,89.34,D,0
18.23975,-89.17796,344.59,0.48,0.4,2024-04-15,1924,N,VIIRS,n,2,304.16,13.16,D,0
18.24267,-91.47552,350.88,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,320.64,43.1,D,0
18.24321,-91.47179,340.02,0.4,0.37,2024-04-15,1924,N,VIIRS,l,2,312.96,8.4,D,0
18.26289,-90.87239,367.0,0.41,0.37,2024-04-15,1924,N,VIIRS,h,2,319.06,15.48,D,0
18.26343,-90.86853,343.09,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,315.04,9.34,D,0
18.26577,-90.87675,339.39,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,309.1,7.88,D,0
18.26631,-90.8729,352.19,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,308.56,7.88,D,0
18.30174,-90.8942,341.54,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,315.52,4.35,D,0
18.30282,-89.40043,336.26,0.47,0.4,2024-04-15,1924,N,VIIRS,n,2,304.56,28.85,D,0
18.30293,-88.81888,330.39,0.5,0.41,2024-04-15,1924,N,VIIRS,l,2,305.3,5.47,D,0
18.3051,-91.23517,341.04,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,310.49,4.64,D,0
18.30516,-90.89474,339.73,0.41,0.37,2024-04-15,1924,N,VIIRS,n,2,313.19,19.43,D,0
18.30571,-90.89087,337.94,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,310.46,11.0,D,0
18.30647,-89.40092,343.2,0.47,0.4,2024-04-15,1924,N,VIIRS,n,2,307.13,28.85,D,0
18.34241,-88.1255,348.63,0.54,0.42,2024-04-15,1924,N,VIIRS,n,2,303.98,8.77,D,0
18.34632,-88.12605,344.72,0.54,0.42,2024-04-15,1924,N,VIIRS,n,2,301.69,13.4,D,0
18.35309,-88.76127,343.76,0.5,0.41,2024-04-15,1924,N,VIIRS,n,2,304.19,13.04,D,0
18.35429,-89.4026,337.15,0.47,0.4,2024-04-15,1924,N,VIIRS,n,2,308.33,38.13,D,0
18.35437,-89.40352,343.47,0.47,0.4,2024-04-15,1924,N,VIIRS,n,2,308.14,43.55,D,0
18.35981,-91.14619,341.76,0.4,0.37,2024-04-15,1924,N,VIIRS,l,2,316.11,11.25,D,0
18.371,-90.67738,337.43,0.42,0.37,2024-04-15,1924,N,VIIRS,l,2,308.63,2.67,D,0
18.37258,-91.10525,337.31,0.4,0.37,2024-04-15,1924,N,VIIRS,l,2,311.18,4.29,D,0
18.37612,-90.66608,342.45,0.42,0.37,2024-04-15,1924,N,VIIRS,n,2,309.8,4.77,D,0
18.38868,-88.51443,338.07,0.52,0.41,2024-04-15,1924,N,VIIRS,n,2,306.43,5.03,D,0
18.39782,-89.03931,335.25,0.49,0.4,2024-04-15,1924,N,VIIRS,l,2,306.54,4.14,D,0
18.39988,-91.13293,342.27,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,311.61,3.01,D,0
18.40328,-91.13347,337.85,0.4,0.37,2024-04-15,1924,N,VIIRS,l,2,311.4,3.01,D,0
18.40583,-91.33188,352.32,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,313.76,7.14,D,0
18.40758,-89.16719,330.76,0.48,0.4,2024-04-15,1924,N,VIIRS,l,2,304.92,2.05,D,0
18.40921,-91.33241,349.56,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,315.79,7.14,D,0
18.40975,-91.32864,348.18,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,312.98,7.99,D,0
18.41084,-91.3289,346.21,0.4,0.37,2024-04-15,1924,N,VIIRS,n,2,314.27,26.04,D,0
18.43303,-88.67992,335.11,0.51,0.41,2024-04-15,1924,N,VIIRS,l,2,306.63,6.39,D,0
18.4383,-90.53726,343.4,0.42,0.38,2024-04-15,1924,N,VIIRS,l,2,316.64,5.68,D,0
18.43885,-90.53329,344.27,0.42,0.38,2024-04-15,1924,N,VIIRS,l,2,316.85,5.25,D,0
18.44177,-90.5378,343.25,0.42,0.38,2024-04-15,1924,N,VIIRS,n,2,312.39,5.15,D,0
18.44935,-88.46761,335.16,0.52,0.42,2024-04-15,1924,N,VIIRS,n,2,304.77,5.38,D,0
18.45028,-88.60815,335.28,0.51,0.41,2024-04-15,1924,N,VIIRS,l,2,307.26,3.73,D,0
18.45197,-88.88522,339.13,0.5,0.41,2024-04-15,1924,N,VIIRS,l,2,309.6,6.92,D,0
18.45243,-88.61166,346.56,0.51,0.41,2024-04-15,1924,N,VIIRS,n,2,307.13,7.28,D,0
18.45344,-88.61356,332.94,0.51,0.41,2024-04-15,1924,N,VIIRS,l,2,306.06,6.25,D,0
18.5006,-89.00689,334.08,0.49,0.4,2024-04-15,1924,N,VIIRS,l,2,306.49,8.62,D,0
18.50123,-89.0022,337.07,0.49,0.4,2024-04-15,1924,N,VIIRS,n,2,303.34,8.62,D,0
18.50208,-90.80511,339.68,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,311.22,3.63,D,0
18.52329,-88.80853,331.52,0.5,0.41,2024-04-15,1924,N,VIIRS,l,2,306.26,4.48,D,0
18.55935,-90.82194,349.89,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,322.38,24.36,D,0
18.56223,-90.82636,337.13,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,309.42,24.36,D,0
18.56278,-90.82246,337.88,0.41,0.37,2024-04-15,1924,N,VIIRS,l,2,310.56,24.36,D,0
18.57901,-90.73275,339.57,0.42,0.37,2024-04-15,1924,N,VIIRS,l,2,310.97,3.58,D,0
18.64065,-88.82318,336.0,0.5,0.41,2024-04-15,1924,N,VIIRS,n,2,304.19,5.11,D,0
18.689,-90.74161,346.51,0.42,0.37,2024-04-15,1924,N,VIIRS,n,2,312.13,9.93,D,0
